condition,replicate,generation,shannon_diversity,richness,dominant_fraction,top3_fraction,vacancies
KtW_ON,0,30,2.426144916277084,12,0.09836734693877551,0.2838775510204082,1015
KtW_ON,0,31,2.4211211383769378,12,0.10224489795918368,0.28653061224489795,997
KtW_ON,0,32,2.4181260103217435,12,0.09959183673469388,0.28530612244897957,1011
KtW_ON,0,33,2.414678854634957,12,0.09755102040816327,0.28469387755102044,1007
KtW_ON,0,34,2.407927866464112,12,0.10102040816326531,0.2926530612244898,988
KtW_ON,0,35,2.405667713223093,12,0.10285714285714286,0.29591836734693877,965
KtW_ON,0,36,2.401467509529067,12,0.10326530612244898,0.2969387755102041,967
KtW_ON,0,37,2.3929114613250495,12,0.10510204081632653,0.30142857142857143,956
KtW_ON,0,38,2.3901597968609556,12,0.10551020408163266,0.3020408163265306,954
KtW_ON,0,39,2.3867884071898957,12,0.10551020408163266,0.3026530612244898,948
KtW_ON,0,40,2.382178588813923,12,0.10673469387755102,0.3046938775510204,951
KtW_ON,0,41,2.374920658832613,12,0.10795918367346939,0.3069387755102041,954
KtW_ON,0,42,2.371160286870186,12,0.10755102040816326,0.3059183673469388,960
KtW_ON,0,43,2.365669795830964,12,0.10714285714285714,0.30551020408163265,958
KtW_ON,0,44,2.358515673673591,12,0.10857142857142857,0.3087755102040816,951
KtW_ON,0,45,2.3529293196036845,12,0.11142857142857143,0.3136734693877551,938
KtW_ON,0,46,2.346346675153656,12,0.11346938775510204,0.3183673469387755,921
KtW_ON,0,47,2.3491152010298957,12,0.11551020408163265,0.3169387755102041,906
KtW_ON,0,48,2.33992862778032,12,0.11714285714285715,0.31979591836734694,904
KtW_ON,0,49,2.3396815042914256,12,0.11795918367346939,0.3195918367346939,904
KtW_ON,0,50,2.335259453890676,12,0.11612244897959184,0.3246938775510204,877
KtW_ON,0,51,2.3294153015611347,12,0.11632653061224489,0.32612244897959186,869
KtW_ON,0,52,2.317727231602022,12,0.12081632653061225,0.33448979591836736,859
KtW_ON,0,53,2.3134644656172423,12,0.1226530612244898,0.3379591836734694,842
KtW_ON,0,54,2.3087877663509335,12,0.12306122448979592,0.33877551020408164,856
KtW_ON,0,55,2.302181171114587,12,0.12326530612244897,0.34285714285714286,861
KtW_ON,0,56,2.2976766623763307,12,0.12428571428571429,0.3461224489795918,843
KtW_ON,0,57,2.2995669440507442,12,0.12326530612244897,0.34755102040816327,837
KtW_ON,0,58,2.2950286602575583,12,0.1246938775510204,0.34877551020408165,823
KtW_ON,0,59,2.2921715711208925,12,0.12510204081632653,0.34938775510204084,839
KtW_ON,0,60,2.2837358108348624,12,0.12632653061224489,0.3557142857142857,831
KtW_ON,0,61,2.282477329818618,12,0.12755102040816327,0.35244897959183674,840
KtW_ON,0,62,2.278894709913529,12,0.13,0.3579591836734694,834
KtW_ON,0,63,2.2713706396334192,12,0.13306122448979593,0.3646938775510204,806
KtW_ON,0,64,2.264856852598391,12,0.13448979591836735,0.3683673469387755,802
KtW_ON,0,65,2.2642315631636656,12,0.1336734693877551,0.3689795918367347,793
KtW_ON,0,66,2.2604628851956434,12,0.13612244897959183,0.37,797
KtW_ON,0,67,2.2578597414592556,12,0.13306122448979593,0.3712244897959184,798
KtW_ON,0,68,2.2601338496203214,12,0.1320408163265306,0.37326530612244896,771
KtW_ON,0,69,2.2607393247706637,12,0.13408163265306122,0.37387755102040815,760
KtW_ON,0,70,2.256059505854955,12,0.13448979591836735,0.3795918367346939,731
KtW_ON,0,71,2.2525732813125363,12,0.13428571428571429,0.3789795918367347,733
KtW_ON,0,72,2.2511847714378757,12,0.1353061224489796,0.3810204081632653,729
KtW_ON,0,73,2.2438583817996016,11,0.13653061224489796,0.38285714285714284,730
KtW_ON,0,74,2.23719341123771,11,0.1383673469387755,0.386734693877551,725
KtW_ON,0,75,2.233746909903785,11,0.14061224489795918,0.3873469387755102,719
KtW_ON,0,76,2.2324168308681327,11,0.14142857142857143,0.3877551020408163,707
KtW_ON,0,77,2.2265754496774783,11,0.14285714285714285,0.38877551020408163,737
KtW_ON,0,78,2.2221066953427795,11,0.1457142857142857,0.3914285714285714,729
KtW_ON,0,79,2.2191692205093165,11,0.14224489795918369,0.3889795918367347,746
KtW_ON,0,80,2.2165331029304123,10,0.14081632653061224,0.39,741
KtW_ON,0,81,2.2156488603960427,10,0.14224489795918369,0.3902040816326531,741
KtW_ON,0,82,2.212535408570016,10,0.14285714285714285,0.39408163265306123,732
